ModelID	MSIScore	LoHFraction	WGD	CIN	Ploidy	Aneuploidy
ACH-000973	36.22	0.230052195331282	0.0	0.551242855289964	2.51410745544699	26.0
ACH-000092	1.82	0.299091288951906	1.0	0.529197444037377	3.51267126379856	18.0
ACH-000368	2.76	0.0803591662307252	1.0	0.438727462695994	3.82362639628378	14.0
ACH-000499	2.24	0.167283886050165	1.0	0.420547155644156	3.07619402729012	17.0
ACH-000881	1.46	0.206431906468429	0.0	0.422004465713123	2.29052190408628	10.0
ACH-002665	3.13	0.482038691329024	1.0	0.678890089791766	4.57301237120969	31.0
ACH-000160	1.88	0.0403077891816924	0.0	0.0888465638298098	2.13120600386515	2.0
ACH-000318	2.41	0.420029883039087	1.0	0.721196293709354	4.33379538010792	35.0
ACH-001528	3.61	0.0625585827210812	0.0	0.116893945543372	2.0553950822305	1.0
ACH-003307	2.35	0.127217626698449	0.0	0.29342991733908	1.92335429094632	13.0
ACH-000938	62.99	0.0178921737259745	0.0	0.0183338124621044	1.99516070881451	0.0
ACH-000700	2.25	0.58050953796885	1.0	0.796398376849863	4.50363523955561	29.0
ACH-000523	0.63	0.307747533129635	1.0	0.654942635898067	2.62109268456863	23.0
